Variable,Index,Run,Cycle,Iteration,Distance,SolutionIndex,SolutionID,Schedulability,Satisfaction,DeadlineMiss,Rank,CrowdingDistance
2000,8,6,1000,2,6.355617e+02,6,9445,-6.354536e+02,-8.0,0,0,0.3767731701048681
2000,8,6,1000,2,6.355617e+02,7,10005,-6.478171e+02,7.0,30,0,0.34971323633738377
2000,8,6,1000,2,6.355617e+02,8,8745,-6.356459e+02,1.0,0,0,0.3446026699896951
2000,8,6,1000,2,6.355617e+02,9,9568,-6.615859e+02,13.0,30,0,0.20780006044130414
2000,8,49,0,0,6.557943e+02,0,1,-6.550131e+02,-68.0,0,0,Infinity
2000,8,49,1000,2,6.355192e+02,0,8808,-6.353421e+02,-21.0,0,0,Infinity
2000,8,49,1000,2,6.355192e+02,1,5761,-7.968022e+02,36.0,940,0,Infinity
2000,8,49,1000,2,6.355192e+02,2,9113,-7.602058e+02,27.0,610,0,0.5961522544361529
2000,8,49,1000,2,6.355192e+02,3,9774,-6.575040e+02,12.0,0,0,0.4185142910177293
2000,8,49,1000,2,6.355192e+02,4,9980,-7.345390e+02,24.0,490,0,0.4040740168699879
2000,8,49,1000,2,6.355192e+02,5,7363,-6.353503e+02,-10.0,0,0,0.3862834350710895
2000,8,49,1000,2,6.355192e+02,6,9953,-6.823086e+02,16.0,150,0,0.35180610880415447
2000,8,49,1000,2,6.355192e+02,7,10009,-7.204577e+02,18.0,490,0,0.3358354401494188
2000,8,49,1000,2,6.355192e+02,8,9779,-6.430615e+02,6.0,0,0,0.3299227615391843
2000,8,49,1000,2,6.355192e+02,9,9838,-6.353936e+02,1.0,0,0,0.3284608700156562
2000,8,27,0,0,6.557943e+02,0,1,-6.550131e+02,-68.0,0,0,Infinity
2000,8,27,1000,2,6.355615e+02,0,9952,-6.353600e+02,-20.0,0,0,Infinity
2000,8,27,1000,2,6.355615e+02,1,7383,-7.972246e+02,36.0,940,0,Infinity
2000,8,27,1000,2,6.355615e+02,2,8893,-7.602058e+02,27.0,610,0,0.5642257539424054
2000,8,27,1000,2,6.355615e+02,3,5775,-6.355109e+02,1.0,0,0,0.394184015464568
2000,8,27,1000,2,6.355615e+02,4,9437,-6.496385e+02,8.0,0,0,0.3939315100687242
2000,8,27,1000,2,6.355615e+02,5,9745,-6.823086e+02,16.0,150,0,0.38617730240050596
2000,8,27,1000,2,6.355615e+02,6,9894,-7.155998e+02,18.0,300,0,0.3843199344711307
2000,8,27,1000,2,6.355615e+02,7,9990,-6.646531e+02,14.0,40,0,0.3446928841015743
2000,8,27,1000,2,6.355615e+02,8,9896,-7.376913e+02,25.0,500,0,0.29335802356152285
2000,8,27,1000,2,6.355615e+02,9,9730,-7.300642e+02,21.0,490,0,0.26148141812379644
2000,8,47,0,0,6.557943e+02,0,1,-6.550131e+02,-68.0,0,0,Infinity
2000,8,47,1000,2,6.354670e+02,0,9321,-7.964072e+02,36.0,940,0,Infinity
2000,8,47,1000,2,6.354670e+02,1,9073,-6.353718e+02,-25.0,0,0,Infinity
2000,8,47,1000,2,6.354670e+02,2,8451,-7.964072e+02,36.0,940,0,Infinity
2000,8,47,1000,2,6.354670e+02,3,4634,-7.602077e+02,27.0,610,0,0.6129049337628009
2000,8,47,1000,2,6.354670e+02,4,9945,-6.372464e+02,-11.0,0,0,0.5110440817747102
2000,8,47,1000,2,6.354670e+02,5,9646,-7.320268e+02,23.0,490,0,0.477539741823647
2000,8,47,1000,2,6.354670e+02,6,9275,-7.097061e+02,17.0,240,0,0.4507124477455695
2000,8,47,1000,2,6.354670e+02,7,9888,-6.607752e+02,10.0,80,0,0.42533853671691946
2000,8,47,1000,2,6.354670e+02,8,9003,-6.779256e+02,16.0,130,0,0.4186062535290887
2000,8,47,1000,2,6.354670e+02,9,9857,-6.411101e+02,4.0,0,0,0.36801774367719964
2000,8,45,0,0,6.557943e+02,0,1,-6.550131e+02,-68.0,0,0,Infinity
2000,8,45,1000,2,6.365862e+02,0,9762,-7.964053e+02,36.0,940,0,Infinity
2000,8,45,1000,2,6.365862e+02,1,8192,-6.355674e+02,0.0,0,0,Infinity
2000,8,45,1000,2,6.365862e+02,2,7823,-7.602058e+02,27.0,610,0,0.6694209774486433
2000,8,45,1000,2,6.365862e+02,3,9918,-7.378820e+02,25.0,500,0,0.4654085370167293
2000,8,45,1000,2,6.365862e+02,4,9725,-7.210922e+02,19.0,490,0,0.4613189606867786
2000,8,45,1000,2,6.365862e+02,5,9826,-6.994262e+02,17.0,230,0,0.3878862544616937
2000,8,45,1000,2,6.365862e+02,6,10007,-6.695328e+02,12.0,80,0,0.3717798767936324
2000,8,45,1000,2,6.365862e+02,7,9453,-6.765763e+02,15.0,110,0,0.32474887767483795
2000,8,45,1000,2,6.365862e+02,8,9977,-6.459851e+02,7.0,0,0,0.2998569589938222
2000,8,45,1000,2,6.365862e+02,9,9935,-6.480540e+02,8.0,30,0,0.2852955199988587
2000,8,28,0,0,6.557943e+02,0,1,-6.550131e+02,-68.0,0,0,Infinity
2000,8,28,1000,2,6.355621e+02,0,7991,-6.353850e+02,-21.0,0,0,Infinity
2000,8,28,1000,2,6.355621e+02,1,6150,-7.964570e+02,36.0,940,0,Infinity
2000,8,28,1000,2,6.355621e+02,2,9886,-7.602058e+02,27.0,610,0,0.618305694953065
2000,8,28,1000,2,6.355621e+02,3,9734,-7.156684e+02,18.0,300,0,0.440067472916963
2000,8,28,1000,2,6.355621e+02,4,9853,-7.336010e+02,23.0,490,0,0.43440069710801194
2000,8,28,1000,2,6.355621e+02,5,9978,-6.824992e+02,16.0,150,0,0.4193554346045632
2000,8,28,1000,2,6.355621e+02,6,9197,-6.354365e+02,1.0,0,0,0.408895300219486
